349,284413
348,286926
347,287715
346,290108
345,291280
344,293080
343,294732
342,296617
341,298059
340,299860
339,301716
338,303608
337,305408
336,306872
335,309012
334,312662
333,315626
332,319620
331,324562
330,330254
329,338658
328,346852
327,353659
326,358965
325,364154
324,366469
323,368284
322,369902
321,372342
320,374054
319,377592
318,379712
317,380553
316,383993
315,386212
314,387395
313,391541
312,392617
311,393865
310,396743
309,398470
308,401726
307,403621
306,405314
305,407384
304,409759
303,412203
302,414423
301,416732
300,419183
299,421518
298,423849
297,426211
296,428225
295,433184
294,433650
293,436006
292,438092
291,441323
290,443831
289,446176
288,448499
287,450368
286,452770
285,455230
284,457876
283,460224
282,465828
281,475896
280,484324
279,493778
278,496536
277,499164
276,501846
275,504488
274,509614
273,512256
272,515383
271,515766
270,518807
269,521523
268,526386
267,527201
266,530083
265,533457
264,536099
263,538793
262,541647
261,544712
260,547992
259,550833
258,554451
257,556320
256,563456
255,571262
254,579321
253,586231
252,592654
251,598321
250,601255
249,609853
248,611928
247,616433
246,617891
245,621216
244,624677
243,628923
242,632022
241,634591
240,637699
239,641335
238,645163
237,650283
236,651490
235,656480
234,658618
233,663087
232,665264
231,668630
230,673021
229,678866
228,680063
227,683483
226,687786
225,689968
224,694715
223,698080
222,702495
221,705641
220,708498
219,714087
218,718374
217,720379
216,723575
215,727955
214,733554
213,734911
212,739246
211,743232
210,747562
209,752348
208,754806
207,758035
206,764968
205,765952
204,770755
203,777565
202,779016
201,782738
200,786562
199,790959
198,795560
197,800311
196,803081
195,810992
194,812499
193,816570
192,820606
191,824502
190,829238
189,835203
188,838043
187,842698
186,850168
185,851802
184,856371
183,860253
182,864602
181,868960
180,875904
179,880743
178,885305
177,889051
176,894730
175,899588
174,905442
173,907709
172,914627
171,921340
170,925304
169,931242
168,936859
167,938047
166,944254
165,947781
164,953591
163,959230
162,964009
161,968744
160,973807
159,980796
158,988538
157,991029
156,995994
155,1002751
154,1011746
153,1017798
152,1020062
151,1026111
150,1031436
149,1036961
148,1044713
147,1050102
146,1055131
145,1061907
144,1067636
143,1075135
142,1082616
141,1088750
140,1093195
139,1098970
138,1106003
137,1110886
136,1117168
135,1123890
134,1131224
133,1137940
132,1143173
131,1151428
130,1156994
129,1170539
128,1172328
127,1178420
126,1184834
125,1192254
124,1206544
123,1211915
122,1221262
121,1226749
120,1233519
119,1245561
118,1250737
117,1258639
116,1260708
115,1268722
114,1282992
113,1290218
112,1298758
111,1303024
110,1317174
109,1323040
108,1331688
107,1341419
